level1	level2	level3	pathway_id	KO	gene	KO_name	EC
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K01960	pycB	pyruvate carboxylase subunit B	6.4.1.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K01610	pckA	phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K01596	E4.1.1.32, pckA, PCK	phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00163	aceE	pyruvate dehydrogenase E1 component	1.2.4.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00161	PDHA, pdhA	pyruvate dehydrogenase E1 component subunit alpha	1.2.4.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00162	PDHB, pdhB	pyruvate dehydrogenase E1 component subunit beta	1.2.4.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00627	DLAT, aceF, pdhC	pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase)	2.3.1.12
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K13997	PDHX	dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex	NA
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00169	porA	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00170	porB	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00172	porC, porG	pyruvate ferredoxin oxidoreductase gamma subunit	1.2.7.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00189	vorG, porG	2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit	1.2.7.7 1.2.7.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K00171	porD	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	ko00020	K03737	por, nifJ	pyruvate-ferredoxin/flavodoxin oxidoreductase	1.2.7.1 1.2.7.-
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01810	GPI, pgi	glucose-6-phosphate isomerase	5.3.1.9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K06859	pgi1	glucose-6-phosphate isomerase, archaeal	5.3.1.9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K13810	tal-pgi	transaldolase / glucose-6-phosphate isomerase	2.2.1.2 5.3.1.9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K15916	pgi-pmi	glucose/mannose-6-phosphate isomerase	5.3.1.9 5.3.1.8
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00036	G6PD, zwf	glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K19243	azf	NAD+ dependent glucose-6-phosphate dehydrogenase	1.1.1.388
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01057	PGLS, pgl, devB	6-phosphogluconolactonase	3.1.1.31
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K07404	pgl	6-phosphogluconolactonase	3.1.1.31
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K13937	H6PD	hexose-6-phosphate dehydrogenase	1.1.1.47 3.1.1.31
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00033	PGD, gnd, gntZ	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01783	rpe, RPE	ribulose-phosphate 3-epimerase	5.1.3.1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00615	E2.2.1.1, tktA, tktB	transketolase	2.2.1.1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00616	TALDO1, talB, talA	transaldolase	2.2.1.2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01807	rpiA	ribose 5-phosphate isomerase A	5.3.1.6
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01808	rpiB	ribose 5-phosphate isomerase B	5.3.1.6
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K13812	fae-hps	bifunctional enzyme Fae/Hps	4.2.1.147 4.1.2.43
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K08093	hxlA	3-hexulose-6-phosphate synthase	4.1.2.43
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K08094	hxlB	6-phospho-3-hexuloisomerase	5.3.1.27
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K13831	hps-phi	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase	4.1.2.43 5.3.1.27
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K11214	SHPK	sedoheptulokinase	2.7.1.14
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01621	xfp, xpk	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01619	deoC, DERA	deoxyribose-phosphate aldolase	4.1.2.4
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00852	rbsK, RBKS	ribokinase	2.7.1.15
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01839	deoB	phosphopentomutase	5.4.2.7
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K22199	ppm	phosphopentomutase	5.4.2.7
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01835	pgm	phosphoglucomutase	5.4.2.2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K15778	pmm-pgm	phosphomannomutase / phosphoglucomutase	5.4.2.8 5.4.2.2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K15779	PGM2	phosphoglucomutase / phosphopentomutase	5.4.2.2 5.4.2.7
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K21056	E2.7.1.212	alpha-D-ribose-1-phosphate 5-kinase (ADP)	2.7.1.212
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K26208	E2.7.1.239	alpha-D-ribose-1-phosphate 5-kinase (ATP)	2.7.1.239
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18237	K18237	ribose 1,5-bisphosphate isomerase	5.3.1.29
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K05774	phnN	ribose 1,5-bisphosphokinase	2.7.4.23
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00948	PRPS, prsA	ribose-phosphate pyrophosphokinase	2.7.6.1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01690	edd	phosphogluconate dehydratase	4.2.1.12
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01625	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	4.1.2.14 4.1.3.42
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K17463	dgaF	2-dehydro-3-deoxy-phosphogluconate aldolase	4.1.2.14
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K11395	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase	4.1.2.55
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00131	gapN	glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.2.1.9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18978	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+]	1.2.1.90
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00034	gdh	glucose 1-dehydrogenase	1.1.1.47
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K22969	gdh	glucose 1-dehydrogenase	1.1.1.47
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K21840	HOX	hexose oxidase	1.1.3.5
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18124	gdh2, gdhA	glucose/galactose 1-dehydrogenase (NADP+)	1.1.1.360
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18125	ssgdh	aldose 1-dehydrogenase [NAD(P)+]	1.1.1.359
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00115	GLD	glucose 1-dehydrogenase (FAD, quinone)	1.1.5.9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K19813	gdh	glucose dehydrogenase	1.1.5.9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00117	gcd	quinoprotein glucose dehydrogenase	1.1.5.2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01053	gnl, RGN	gluconolactonase	3.1.1.17
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K06151	E1.1.99.3A	gluconate 2-dehydrogenase alpha chain	1.1.99.3
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K06152	E1.1.99.3G	gluconate 2-dehydrogenase gamma chain	1.1.99.3
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00090	ghrB	glyoxylate/hydroxypyruvate/2-ketogluconate reductase	1.1.1.79 1.1.1.81 1.1.1.215
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K22229	K22229	2-ketogluconate reductase	1.1.1.215
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K11441	kguK	dehydrogluconokinase	2.7.1.13
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00032	E1.1.1.43	phosphogluconate 2-dehydrogenase	1.1.1.43
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00851	idnK, gntK	gluconokinase	2.7.1.12
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K25031	gntK	gluconokinase	2.7.1.12
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K05308	gnaD	gluconate/galactonate dehydratase	4.2.1.140
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00874	kdgK	2-dehydro-3-deoxygluconokinase	2.7.1.45
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18126	sskdgK	2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase	2.7.1.178
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18127	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase	4.1.2.51
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K03738	aor	aldehyde:ferredoxin oxidoreductase	1.2.7.5
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18020	cutA	glyceraldehyde dehydrogenase large subunit	1.2.99.8
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18021	cutB	glyceraldehyde dehydrogenase medium subunit	1.2.99.8
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18022	cutC	glyceraldehyde dehydrogenase small subunit	1.2.99.8
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K18128	gadh	D-glyceraldehyde dehydrogenase (NADP+)	1.2.1.89
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K11529	gck, gckA, GLYCTK	glycerate 2-kinase	2.7.1.165
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K22345	E4.3.1.9	glucosaminate ammonia-lyase	4.3.1.9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K17464	dgaA	D-glucosaminate PTS system EIIA component	2.7.1.203
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K17465	dgaB	D-glucosaminate PTS system EIIB component	2.7.1.203
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K17466	dgaC	D-glucosaminate PTS system EIIC component	NA
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K17467	dgaD	D-glucosaminate PTS system EIID component	NA
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K17468	dgaE	D-glucosaminate-6-phosphate ammonia-lyase	4.3.1.29
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01623	ALDO	fructose-bisphosphate aldolase, class I	4.1.2.13
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K11645	fbaB	fructose-bisphosphate aldolase, class I	4.1.2.13
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01624	FBA, fbaA	fructose-bisphosphate aldolase, class II	4.1.2.13
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01622	K01622	fructose 1,6-bisphosphate aldolase/phosphatase	4.1.2.13 3.1.3.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K16305	K16305	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase	4.1.2.13 2.2.1.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K16306	K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase	4.1.2.13 2.2.1.10
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K03841	FBP, fbp	fructose-1,6-bisphosphatase I	3.1.3.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K02446	glpX	fructose-1,6-bisphosphatase II	3.1.3.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K11532	glpX-SEBP	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase	3.1.3.11 3.1.3.37
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K01086	fbp-SEBP	fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase	3.1.3.11 3.1.3.37
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K04041	fbp3	fructose-1,6-bisphosphatase III	3.1.3.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K24182	PFK9	6-phosphofructokinase	2.7.1.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00850	pfkA, PFK	6-phosphofructokinase 1	2.7.1.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K16370	pfkB	6-phosphofructokinase 2	2.7.1.11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K21071	pfk, pfp	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase	2.7.1.11 2.7.1.90
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00918	pfkC	ADP-dependent phosphofructokinase/glucokinase	2.7.1.146 2.7.1.147
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ko00030	K00895	pfp, PFP	diphosphate-dependent phosphofructokinase	2.7.1.90
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01051	E3.1.1.11	pectinesterase	3.1.1.11
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K22539	PLY	pectate lyase	4.2.2.2
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01728	pel	pectate lyase	4.2.2.2
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K19551	pelC	pectate lyase C	4.2.2.2 4.2.2.10
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01731	pelW	pectate disaccharide-lyase	4.2.2.9
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K22994	pelX	pectate disaccharide-lyase	4.2.2.9
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01730	ogl	oligogalacturonide lyase	4.2.2.6
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K26933	kdgF	unsaturated pyranuronate lyase	4.2.99.25
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01815	kduI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	5.3.1.17
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00065	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	1.1.1.127
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01184	E3.2.1.15	polygalacturonase	3.2.1.15
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01213	E3.2.1.67	galacturan 1,4-alpha-galacturonidase	3.2.1.67
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K22933	lplD	galacturan 1,4-alpha-galacturonidase	3.2.1.67
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01812	uxaC	glucuronate isomerase	5.3.1.12
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00041	uxaB	tagaturonate reductase	1.1.1.58
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01685	uxaA	altronate hydrolase	4.2.1.7
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K16849	uxaA1	altronate dehydratase small subunit	4.2.1.7
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K16850	uxaA2	altronate dehydratase large subunit	4.2.1.7
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01686	uxuA	mannonate dehydratase	4.2.1.8
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K08323	rspA, manD	mannonate dehydratase	4.2.1.8
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00040	uxuB	fructuronate reductase	1.1.1.57
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K21619	uxaE	tagaturonate epimerase	5.1.2.7
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K08322	rspB	L-gulonate 5-dehydrogenase	1.1.1.380
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K18106	GAAA	D-galacturonate reductase	1.1.1.-
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K19634	gar1	D-galacturonate reductase	1.1.1.365
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K18102	GAAB, LGD1	L-galactonate dehydratase	4.2.1.146
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K18103	GAAC, LGA1	L-threo-3-deoxy-hexylosonate aldolase	4.1.2.54
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K18107	GAAD	L-glyceraldehyde reductase	1.1.1.372
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01195	uidA, GUSB	beta-glucuronidase	3.2.1.31
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K14756	KL	klotho	3.2.1.31
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00699	UGT	glucuronosyltransferase	2.4.1.17
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K16190	GLCAK	glucuronokinase	2.7.1.43
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K12447	USP	UDP-sugar pyrophosphorylase	2.7.7.64
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00012	UGDH, ugd	UDPglucose 6-dehydrogenase	1.1.1.22
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00963	UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00002	AKR1A1, adh	alcohol dehydrogenase (NADP+)	1.1.1.2
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K13247	CRYL1	L-gulonate 3-dehydrogenase	1.1.1.45
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K08092	dlgD	3-dehydro-L-gulonate 2-dehydrogenase	1.1.1.130
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00880	lyxK	L-xylulokinase	2.7.1.53
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K03078	ulaD, sgaH, sgbH	3-dehydro-L-gulonate-6-phosphate decarboxylase	4.1.1.85
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K03079	ulaE, sgaU, sgbU	L-ribulose-5-phosphate 3-epimerase	5.1.3.22
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K03077	araD, ulaF, sgaE, sgbE	L-ribulose-5-phosphate 4-epimerase	5.1.3.4
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01783	rpe, RPE	ribulose-phosphate 3-epimerase	5.1.3.1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01804	araA	L-arabinose isomerase	5.3.1.4
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00853	araB	L-ribulokinase	2.7.1.16
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K24707	E2.7.1.16	ribulokinase	2.7.1.16
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00854	xylB, XYLB	xylulokinase	2.7.1.17
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01805	xylA	xylose isomerase	5.3.1.5
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00011	AKR1B	aldehyde reductase	1.1.1.21
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00594	xyoA, aldO	alditol oxidase	1.1.3.41
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K17743	XYL1, XYRA	D-xylose reductase	1.1.1.307 1.1.1.430 1.1.1.431
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K26066	XYRB	D-xylose/L-arabinose reductase (NADPH)	1.1.1.431 1.1.1.-
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K03331	DCXR	L-xylulose reductase	1.1.1.10
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K25879	LXRA	L-xylulose reductase	1.1.1.10
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K25880	LADA	L-arabinitol 4-dehydrogenase	1.1.1.12
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K25881	LARA	L-arabinose reductase	1.1.1.-
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01820	rhaA	L-rhamnose isomerase / sugar isomerase	5.3.1.14 5.3.1.-
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00848	rhaB	rhamnulokinase	2.7.1.5
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K01629	rhaD	rhamnulose-1-phosphate aldolase	4.1.2.19
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K17738	ARD	D-arabinitol 2-dehydrogenase	1.1.1.250
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K17818	ARD1	D-arabinitol dehydrogenase (NADP+)	1.1.1.287
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00007	dalD	D-arabinitol 4-dehydrogenase	1.1.1.11
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K09988	lyxA	D-lyxose ketol-isomerase	5.3.1.15
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K05351	E1.1.1.9	D-xylulose reductase	1.1.1.9
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00008	SORD, gutB	L-iditol 2-dehydrogenase	1.1.1.14
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K22185	xylB	D-xylose 1-dehydrogenase	1.1.1.175
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ko00040	K00078	DHDH	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179
