Pathway	Ko	Name
ko04722	K08846	Neurotrophin signaling pathway
ko04722	K04730	Neurotrophin signaling pathway
ko04722	K04731	Neurotrophin signaling pathway
ko04722	K04732	Neurotrophin signaling pathway
ko04722	K04733	Neurotrophin signaling pathway
ko04722	K07209	Neurotrophin signaling pathway
ko04722	K12388	Neurotrophin signaling pathway
ko04722	K04505	Neurotrophin signaling pathway
ko04722	K04522	Neurotrophin signaling pathway
ko04744	K04250	Phototransduction
ko04744	K00909	Phototransduction
ko04744	K13764	Phototransduction
ko04744	K19627	Phototransduction
ko04744	K04631	Phototransduction
ko04744	K04536	Phototransduction
ko04744	K04548	Phototransduction
ko04744	K13765	Phototransduction
ko04744	K08718	Phototransduction
ko04744	K13756	Phototransduction
ko04744	K13759	Phototransduction
ko04744	K12321	Phototransduction
ko04744	K12322	Phototransduction
ko04744	K08328	Phototransduction
ko04744	K13749	Phototransduction
ko04744	K02183	Phototransduction
ko04744	K04948	Phototransduction
ko04744	K04952	Phototransduction
ko04745	K13802	Phototransduction - fly
ko04745	K04634	Phototransduction - fly
ko04745	K07972	Phototransduction - fly
ko04745	K04547	Phototransduction - fly
ko04745	K05858	Phototransduction - fly
ko04745	K04967	Phototransduction - fly
ko04745	K13803	Phototransduction - fly
ko04745	K13804	Phototransduction - fly
ko04745	K02677	Phototransduction - fly
ko04745	K02183	Phototransduction - fly
ko04745	K08834	Phototransduction - fly
ko04745	K05692	Phototransduction - fly
ko04745	K13805	Phototransduction - fly
ko04745	K04958	Phototransduction - fly
ko04745	K00910	Phototransduction - fly
ko04745	K04515	Phototransduction - fly
ko04745	K13806	Phototransduction - fly
ko04745	K13807	Phototransduction - fly
ko04740	K04257	Olfactory transduction
ko04740	K04633	Olfactory transduction
ko04740	K04536	Olfactory transduction
ko04740	K04543	Olfactory transduction
ko04740	K04547	Olfactory transduction
ko04740	K08043	Olfactory transduction
ko04740	K04949	Olfactory transduction
ko04740	K04951	Olfactory transduction
ko04740	K04952	Olfactory transduction
ko04740	K19497	Olfactory transduction
ko04740	K12321	Olfactory transduction
ko04740	K04950	Olfactory transduction
ko04740	K19695	Olfactory transduction
ko04740	K07376	Olfactory transduction
ko04740	K19477	Olfactory transduction
ko04740	K05849	Olfactory transduction
ko04740	K13752	Olfactory transduction
ko04740	K00910	Olfactory transduction
ko04740	K04439	Olfactory transduction
ko04740	K18154	Olfactory transduction
ko04740	K04345	Olfactory transduction
ko04740	K04515	Olfactory transduction
ko04740	K02183	Olfactory transduction
ko04740	K13755	Olfactory transduction
ko04740	K18283	Olfactory transduction
ko04742	K04824	Taste transduction
ko04742	K04825	Taste transduction
ko04742	K04827	Taste transduction
ko04742	K01509	Taste transduction
ko04742	K04625	Taste transduction
ko04742	K04626	Taste transduction
ko04742	K19729	Taste transduction
ko04742	K07825	Taste transduction
ko04742	K04547	Taste transduction
ko04742	K08044	Taste transduction
ko04742	K08046	Taste transduction
ko04742	K08048	Taste transduction
ko04742	K04345	Taste transduction
ko04742	K05858	Taste transduction
ko04742	K04960	Taste transduction
ko04742	K04980	Taste transduction
ko04742	K04834	Taste transduction
ko04742	K04836	Taste transduction
ko04742	K04841	Taste transduction
ko04742	K19738	Taste transduction
ko04742	K05216	Taste transduction
ko04742	K05217	Taste transduction
ko04742	K04270	Taste transduction
ko04742	K04271	Taste transduction
ko04742	K04131	Taste transduction
ko04742	K04624	Taste transduction
ko04742	K04603	Taste transduction
ko04742	K04607	Taste transduction
ko04742	K08474	Taste transduction
ko04742	K13755	Taste transduction
ko04742	K04990	Taste transduction
ko04742	K04989	Taste transduction
ko04742	K04916	Taste transduction
ko04742	K04957	Taste transduction
ko04742	K04344	Taste transduction
ko04742	K04850	Taste transduction
ko04742	K05175	Taste transduction
ko04742	K04615	Taste transduction
ko04742	K04153	Taste transduction
ko04742	K04819	Taste transduction
ko04742	K04828	Taste transduction
ko04750	K03898	Inflammatory mediator regulation of TRP channels
ko04750	K03915	Inflammatory mediator regulation of TRP channels
ko04750	K03916	Inflammatory mediator regulation of TRP channels
ko04750	K04157	Inflammatory mediator regulation of TRP channels
ko04750	K04149	Inflammatory mediator regulation of TRP channels
ko04750	K04269	Inflammatory mediator regulation of TRP channels
ko04750	K04634	Inflammatory mediator regulation of TRP channels
ko04750	K16342	Inflammatory mediator regulation of TRP channels
ko04750	K16343	Inflammatory mediator regulation of TRP channels
ko04750	K00458	Inflammatory mediator regulation of TRP channels
ko04750	K05858	Inflammatory mediator regulation of TRP channels
ko04750	K04958	Inflammatory mediator regulation of TRP channels
ko04750	K04959	Inflammatory mediator regulation of TRP channels
ko04750	K04960	Inflammatory mediator regulation of TRP channels
ko04750	K18050	Inflammatory mediator regulation of TRP channels
ko04750	K06269	Inflammatory mediator regulation of TRP channels
ko04750	K04984	Inflammatory mediator regulation of TRP channels
ko04750	K05222	Inflammatory mediator regulation of TRP channels
ko04750	K04829	Inflammatory mediator regulation of TRP channels
ko04750	K04828	Inflammatory mediator regulation of TRP channels
ko04750	K04830	Inflammatory mediator regulation of TRP channels
ko04750	K04831	Inflammatory mediator regulation of TRP channels
ko04750	K04832	Inflammatory mediator regulation of TRP channels
ko04750	K02183	Inflammatory mediator regulation of TRP channels
ko04750	K04515	Inflammatory mediator regulation of TRP channels
ko04750	K04519	Inflammatory mediator regulation of TRP channels
ko04750	K04386	Inflammatory mediator regulation of TRP channels
ko04750	K04723	Inflammatory mediator regulation of TRP channels
ko04750	K04432	Inflammatory mediator regulation of TRP channels
ko04750	K04433	Inflammatory mediator regulation of TRP channels
ko04750	K04441	Inflammatory mediator regulation of TRP channels
ko04750	K04440	Inflammatory mediator regulation of TRP channels
ko04750	K05451	Inflammatory mediator regulation of TRP channels
ko04750	K02582	Inflammatory mediator regulation of TRP channels
ko04750	K03176	Inflammatory mediator regulation of TRP channels
ko04750	K01116	Inflammatory mediator regulation of TRP channels
ko04750	K05859	Inflammatory mediator regulation of TRP channels
ko04750	K00922	Inflammatory mediator regulation of TRP channels
ko04750	K02649	Inflammatory mediator regulation of TRP channels
ko04750	K06068	Inflammatory mediator regulation of TRP channels
ko04750	K05704	Inflammatory mediator regulation of TRP channels
ko04750	K04983	Inflammatory mediator regulation of TRP channels
ko04750	K04259	Inflammatory mediator regulation of TRP channels
ko04750	K04261	Inflammatory mediator regulation of TRP channels
ko04750	K04632	Inflammatory mediator regulation of TRP channels
ko04750	K08041	Inflammatory mediator regulation of TRP channels
ko04750	K08042	Inflammatory mediator regulation of TRP channels
ko04750	K08043	Inflammatory mediator regulation of TRP channels
ko04750	K08044	Inflammatory mediator regulation of TRP channels
ko04750	K08045	Inflammatory mediator regulation of TRP channels
ko04750	K08046	Inflammatory mediator regulation of TRP channels
ko04750	K08047	Inflammatory mediator regulation of TRP channels
ko04750	K08048	Inflammatory mediator regulation of TRP channels
ko04750	K08049	Inflammatory mediator regulation of TRP channels
ko04750	K04345	Inflammatory mediator regulation of TRP channels
ko04750	K04973	Inflammatory mediator regulation of TRP channels
ko04750	K04234	Inflammatory mediator regulation of TRP channels
ko04750	K07413	Inflammatory mediator regulation of TRP channels
ko04750	K07418	Inflammatory mediator regulation of TRP channels
ko04750	K07425	Inflammatory mediator regulation of TRP channels
ko04750	K02677	Inflammatory mediator regulation of TRP channels
ko04750	K19662	Inflammatory mediator regulation of TRP channels
ko04750	K19663	Inflammatory mediator regulation of TRP channels
ko04750	K18051	Inflammatory mediator regulation of TRP channels
ko04750	K18052	Inflammatory mediator regulation of TRP channels
ko04750	K05459	Inflammatory mediator regulation of TRP channels
ko04750	K04971	Inflammatory mediator regulation of TRP channels
ko04750	K04972	Inflammatory mediator regulation of TRP channels
ko04320	K04361	Dorso-ventral axis formation
ko04320	K04364	Dorso-ventral axis formation
ko04320	K03099	Dorso-ventral axis formation
ko04320	K07827	Dorso-ventral axis formation
ko04320	K04365	Dorso-ventral axis formation
ko04320	K04368	Dorso-ventral axis formation
ko04320	K04371	Dorso-ventral axis formation
ko04320	K03211	Dorso-ventral axis formation
ko04320	K02215	Dorso-ventral axis formation
ko04320	K23461	Dorso-ventral axis formation
ko04320	K02678	Dorso-ventral axis formation
ko04320	K02174	Dorso-ventral axis formation
ko04320	K02104	Dorso-ventral axis formation
ko04320	K02599	Dorso-ventral axis formation
ko04320	K20994	Dorso-ventral axis formation
ko04320	K20995	Dorso-ventral axis formation
ko04320	K20996	Dorso-ventral axis formation
ko04320	K02447	Dorso-ventral axis formation
ko04320	K02359	Dorso-ventral axis formation
ko04320	K02175	Dorso-ventral axis formation
ko04320	K02360	Dorso-ventral axis formation
ko04320	K02602	Dorso-ventral axis formation
ko04320	K02156	Dorso-ventral axis formation
ko04320	K03102	Dorso-ventral axis formation
ko04320	K02177	Dorso-ventral axis formation
ko04320	K02524	Dorso-ventral axis formation
ko04320	K02184	Dorso-ventral axis formation
ko04320	K02098	Dorso-ventral axis formation
ko04360	K07522	Axon guidance
ko04360	K16359	Axon guidance
ko04360	K07523	Axon guidance
ko04360	K16351	Axon guidance
ko04360	K06843	Axon guidance
ko04360	K06844	Axon guidance
ko04360	K06845	Axon guidance
ko04360	K06765	Axon guidance
ko04360	K01116	Axon guidance
ko04360	K05859	Axon guidance
ko04360	K04964	Axon guidance
ko04360	K04966	Axon guidance
ko04360	K04967	Axon guidance
ko04360	K04968	Axon guidance
ko04360	K04969	Axon guidance
ko04360	K04348	Axon guidance
ko04360	K06268	Axon guidance
ko04360	K17332	Axon guidance
ko04360	K17333	Axon guidance
ko04360	K17334	Axon guidance
ko04360	K05725	Axon guidance
ko04360	K05703	Axon guidance
ko04360	K05704	Axon guidance
ko04360	K04392	Axon guidance
ko04360	K07860	Axon guidance
ko04360	K07861	Axon guidance
ko04360	K04393	Axon guidance
ko04360	K07520	Axon guidance
ko04360	K07365	Axon guidance
ko04360	K04409	Axon guidance
ko04360	K04410	Axon guidance
ko04360	K05733	Axon guidance
ko04360	K05734	Axon guidance
ko04360	K05736	Axon guidance
ko04360	K05735	Axon guidance
ko04360	K04513	Axon guidance
ko04360	K04514	Axon guidance
ko04360	K17388	Axon guidance
ko04360	K07521	Axon guidance
ko04360	K07293	Axon guidance
ko04360	K23096	Axon guidance
ko04360	K06766	Axon guidance
ko04360	K12753	Axon guidance
ko04360	K12755	Axon guidance
ko04360	K12757	Axon guidance
ko04360	K07532	Axon guidance
ko04360	K24609	Axon guidance
ko04360	K05462	Axon guidance
ko04360	K05463	Axon guidance
ko04360	K05102	Axon guidance
ko04360	K05103	Axon guidance
ko04360	K05104	Axon guidance
ko04360	K05105	Axon guidance
ko04360	K05106	Axon guidance
ko04360	K05107	Axon guidance
ko04360	K05108	Axon guidance
ko04360	K05109	Axon guidance
ko04360	K05110	Axon guidance
ko04360	K05111	Axon guidance
ko04360	K05112	Axon guidance
ko04360	K05113	Axon guidance
ko04360	K05114	Axon guidance
ko04360	K06619	Axon guidance
ko04360	K05746	Axon guidance
ko04360	K04352	Axon guidance
ko04360	K07525	Axon guidance
ko04360	K02833	Axon guidance
ko04360	K07827	Axon guidance
ko04360	K07828	Axon guidance
ko04360	K04371	Axon guidance
ko04360	K19862	Axon guidance
ko04360	K07524	Axon guidance
ko04360	K10031	Axon guidance
ko04360	K04189	Axon guidance
ko04360	K04630	Axon guidance
ko04360	K06838	Axon guidance
ko04360	K06839	Axon guidance
ko04360	K06850	Axon guidance
ko04360	K06753	Axon guidance
ko04360	K06754	Axon guidance
ko04360	K06755	Axon guidance
ko04360	K07526	Axon guidance
ko04360	K06840	Axon guidance
ko04360	K06820	Axon guidance
ko04360	K06724	Axon guidance
ko04360	K06550	Axon guidance
ko04360	K05743	Axon guidance
ko04360	K05744	Axon guidance
ko04360	K05765	Axon guidance
ko04360	K07530	Axon guidance
ko04360	K07531	Axon guidance
ko04360	K07527	Axon guidance
ko04360	K07529	Axon guidance
ko04360	K07528	Axon guidance
ko04360	K02090	Axon guidance
ko04360	K03083	Axon guidance
ko04360	K06521	Axon guidance
ko04360	K06841	Axon guidance
ko04360	K06842	Axon guidance
ko04360	K06821	Axon guidance
ko04360	K05099	Axon guidance
ko04360	K04366	Axon guidance
ko04360	K07829	Axon guidance
ko04360	K06529	Axon guidance
ko04360	K06572	Axon guidance
ko04360	K05719	Axon guidance
ko04360	K11988	Axon guidance
ko04360	K06225	Axon guidance
ko04360	K06226	Axon guidance
ko04360	K02677	Axon guidance
ko04360	K06272	Axon guidance
ko04360	K20020	Axon guidance
ko04360	K00444	Axon guidance
ko04360	K02329	Axon guidance
ko04360	K05128	Axon guidance
ko04360	K04515	Axon guidance
ko04360	K00408	Axon guidance
ko04360	K00922	Axon guidance
ko04360	K02649	Axon guidance
ko04360	K06276	Axon guidance
ko04360	K04237	Axon guidance
ko04360	K18952	Axon guidance
ko04360	K06093	Axon guidance
ko04360	K05766	Axon guidance
ko04360	K16621	Axon guidance
ko04360	K20013	Axon guidance
ko04360	K04671	Axon guidance
ko04360	K13578	Axon guidance
ko04361	K04851	Axon regeneration
ko04361	K08049	Axon regeneration
ko04361	K04345	Axon regeneration
ko04361	K20105	Axon regeneration
ko04361	K20106	Axon regeneration
ko04361	K10693	Axon regeneration
ko04361	K04422	Axon regeneration
ko04361	K04430	Axon regeneration
ko04361	K04441	Axon regeneration
ko04361	K04443	Axon regeneration
ko04361	K09442	Axon regeneration
ko04361	K23479	Axon regeneration
ko04361	K05099	Axon regeneration
ko04361	K12494	Axon regeneration
ko04361	K10393	Axon regeneration
ko04361	K23439	Axon regeneration
ko04361	K04459	Axon regeneration
ko04361	K23489	Axon regeneration
ko04361	K04417	Axon regeneration
ko04361	K04431	Axon regeneration
ko04361	K04440	Axon regeneration
ko04361	K09031	Axon regeneration
ko04361	K15528	Axon regeneration
ko04361	K04534	Axon regeneration
ko04361	K04634	Axon regeneration
ko04361	K05858	Axon regeneration
ko04361	K06068	Axon regeneration
ko04361	K04163	Axon regeneration
ko04361	K04632	Axon regeneration
ko04361	K04346	Axon regeneration
ko04361	K07532	Axon regeneration
ko04361	K04513	Axon regeneration
ko04361	K00901	Axon regeneration
ko04361	K08268	Axon regeneration
ko04361	K00502	Axon regeneration
ko04361	K01593	Axon regeneration
ko04361	K04527	Axon regeneration
ko04361	K00922	Axon regeneration
ko04361	K07203	Axon regeneration
ko04361	K01110	Axon regeneration
ko04361	K09408	Axon regeneration
ko04361	K16336	Axon regeneration
ko04361	K06704	Axon regeneration
ko04361	K02599	Axon regeneration
ko04361	K04505	Axon regeneration
ko04361	K04688	Axon regeneration
ko04361	K07198	Axon regeneration
ko04361	K06839	Axon regeneration
ko04361	K05110	Axon regeneration
ko04361	K06754	Axon regeneration
ko04361	K06843	Axon regeneration
ko04361	K23487	Axon regeneration
ko04361	K23488	Axon regeneration
ko04361	K19862	Axon regeneration
ko04361	K04392	Axon regeneration
ko04361	K16980	Axon regeneration
ko04361	K12035	Axon regeneration
ko04361	K11593	Axon regeneration
ko04361	K23480	Axon regeneration
ko04380	K05453	Osteoclast differentiation
ko04380	K05090	Osteoclast differentiation
ko04380	K04364	Osteoclast differentiation
ko04380	K04371	Osteoclast differentiation
ko04380	K00922	Osteoclast differentiation
ko04380	K02649	Osteoclast differentiation
ko04380	K04456	Osteoclast differentiation
ko04380	K04687	Osteoclast differentiation
ko04380	K05132	Osteoclast differentiation
ko04380	K05133	Osteoclast differentiation
ko04380	K11220	Osteoclast differentiation
ko04380	K04383	Osteoclast differentiation
ko04380	K04519	Osteoclast differentiation
ko04380	K04386	Osteoclast differentiation
ko04380	K03156	Osteoclast differentiation
ko04380	K03158	Osteoclast differentiation
ko04380	K13375	Osteoclast differentiation
ko04380	K13376	Osteoclast differentiation
ko04380	K04674	Osteoclast differentiation
ko04380	K04388	Osteoclast differentiation
ko04380	K05473	Osteoclast differentiation
ko04380	K05147	Osteoclast differentiation
ko04380	K05148	Osteoclast differentiation
ko04380	K03173	Osteoclast differentiation
ko04380	K03175	Osteoclast differentiation
ko04380	K05856	Osteoclast differentiation
ko04380	K05703	Osteoclast differentiation
ko04380	K04466	Osteoclast differentiation
ko04380	K04467	Osteoclast differentiation
ko04380	K09253	Osteoclast differentiation
ko04380	K04469	Osteoclast differentiation
ko04380	K04427	Osteoclast differentiation
ko04380	K04403	Osteoclast differentiation
ko04380	K04404	Osteoclast differentiation
ko04380	K07210	Osteoclast differentiation
ko04380	K07209	Osteoclast differentiation
ko04380	K04734	Osteoclast differentiation
ko04380	K04735	Osteoclast differentiation
ko04380	K02580	Osteoclast differentiation
ko04380	K17332	Osteoclast differentiation
ko04380	K04446	Osteoclast differentiation
ko04380	K05415	Osteoclast differentiation
ko04380	K04368	Osteoclast differentiation
ko04380	K04433	Osteoclast differentiation
ko04380	K04441	Osteoclast differentiation
ko04380	K04431	Osteoclast differentiation
ko04380	K04440	Osteoclast differentiation
ko04380	K04379	Osteoclast differentiation
ko04380	K09029	Osteoclast differentiation
ko04380	K09030	Osteoclast differentiation
ko04380	K04502	Osteoclast differentiation
ko04380	K04448	Osteoclast differentiation
ko04380	K04449	Osteoclast differentiation
ko04380	K09028	Osteoclast differentiation
ko04380	K04392	Osteoclast differentiation
ko04380	K08008	Osteoclast differentiation
ko04380	K08009	Osteoclast differentiation
ko04380	K08010	Osteoclast differentiation
ko04380	K08011	Osteoclast differentiation
ko04380	K08012	Osteoclast differentiation
ko04380	K07370	Osteoclast differentiation
ko04380	K07364	Osteoclast differentiation
ko04380	K14377	Osteoclast differentiation
ko04380	K06512	Osteoclast differentiation
ko04380	K06498	Osteoclast differentiation
ko04380	K06472	Osteoclast differentiation
ko04380	K12560	Osteoclast differentiation
ko04380	K16824	Osteoclast differentiation
ko04380	K06463	Osteoclast differentiation
ko04380	K14378	Osteoclast differentiation
ko04380	K06551	Osteoclast differentiation
ko04380	K07992	Osteoclast differentiation
ko04380	K05855	Osteoclast differentiation
ko04380	K07371	Osteoclast differentiation
ko04380	K07361	Osteoclast differentiation
ko04380	K05859	Osteoclast differentiation
ko04380	K04958	Osteoclast differentiation
ko04380	K04959	Osteoclast differentiation
ko04380	K04960	Osteoclast differentiation
ko04380	K05853	Osteoclast differentiation
ko04380	K26770	Osteoclast differentiation
ko04380	K04348	Osteoclast differentiation
ko04380	K06268	Osteoclast differentiation
ko04380	K05869	Osteoclast differentiation
ko04380	K05870	Osteoclast differentiation
ko04380	K09438	Osteoclast differentiation
ko04380	K09455	Osteoclast differentiation
ko04380	K01371	Osteoclast differentiation
ko04380	K14379	Osteoclast differentiation
ko04380	K04576	Osteoclast differentiation
ko04380	K06493	Osteoclast differentiation
ko04380	K08530	Osteoclast differentiation
ko04380	K05130	Osteoclast differentiation
ko04380	K05131	Osteoclast differentiation
ko04380	K11217	Osteoclast differentiation
ko04380	K11219	Osteoclast differentiation
ko04380	K11221	Osteoclast differentiation
ko04380	K04693	Osteoclast differentiation
ko04380	K04694	Osteoclast differentiation
ko04380	K04696	Osteoclast differentiation
ko04380	K08091	Osteoclast differentiation
ko04380	K14380	Osteoclast differentiation
ko04380	K08601	Osteoclast differentiation
ko04380	K14381	Osteoclast differentiation
ko04211	K04526	Longevity regulating pathway
ko04211	K04527	Longevity regulating pathway
ko04211	K05459	Longevity regulating pathway
ko04211	K05087	Longevity regulating pathway
ko04211	K16172	Longevity regulating pathway
ko04211	K07187	Longevity regulating pathway
ko04211	K17445	Longevity regulating pathway
ko04211	K17446	Longevity regulating pathway
ko04211	K02833	Longevity regulating pathway
ko04211	K07827	Longevity regulating pathway
ko04211	K07828	Longevity regulating pathway
ko04211	K00922	Longevity regulating pathway
ko04211	K02649	Longevity regulating pathway
ko04211	K04456	Longevity regulating pathway
ko04211	K08041	Longevity regulating pathway
ko04211	K08042	Longevity regulating pathway
ko04211	K08043	Longevity regulating pathway
ko04211	K08044	Longevity regulating pathway
ko04211	K08045	Longevity regulating pathway
ko04211	K08046	Longevity regulating pathway
ko04211	K08047	Longevity regulating pathway
ko04211	K08048	Longevity regulating pathway
ko04211	K08049	Longevity regulating pathway
ko04211	K04345	Longevity regulating pathway
ko04211	K05870	Longevity regulating pathway
ko04211	K04450	Longevity regulating pathway
ko04211	K09048	Longevity regulating pathway
ko04211	K04374	Longevity regulating pathway
ko04211	K09047	Longevity regulating pathway
ko04211	K09049	Longevity regulating pathway
ko04211	K11420	Longevity regulating pathway
ko04211	K07201	Longevity regulating pathway
ko04211	K09408	Longevity regulating pathway
ko04211	K04564	Longevity regulating pathway
ko04211	K03781	Longevity regulating pathway
ko04211	K08339	Longevity regulating pathway
ko04211	K14756	Longevity regulating pathway
ko04211	K07206	Longevity regulating pathway
ko04211	K07207	Longevity regulating pathway
ko04211	K07208	Longevity regulating pathway
ko04211	K07203	Longevity regulating pathway
ko04211	K07204	Longevity regulating pathway
ko04211	K16184	Longevity regulating pathway
ko04211	K21357	Longevity regulating pathway
ko04211	K08331	Longevity regulating pathway
ko04211	K17589	Longevity regulating pathway
ko04211	K19730	Longevity regulating pathway
ko04211	K04688	Longevity regulating pathway
ko04211	K07205	Longevity regulating pathway
ko04211	K03259	Longevity regulating pathway
ko04211	K07296	Longevity regulating pathway
ko04211	K07297	Longevity regulating pathway
ko04211	K08733	Longevity regulating pathway
ko04211	K07359	Longevity regulating pathway
ko04211	K07198	Longevity regulating pathway
ko04211	K07199	Longevity regulating pathway
ko04211	K07200	Longevity regulating pathway
ko04211	K11411	Longevity regulating pathway
ko04211	K02159	Longevity regulating pathway
ko04211	K04451	Longevity regulating pathway
ko04211	K02580	Longevity regulating pathway
ko04211	K04735	Longevity regulating pathway
ko04211	K08530	Longevity regulating pathway
ko04211	K07202	Longevity regulating pathway
ko04211	K07298	Longevity regulating pathway
ko04211	K10141	Longevity regulating pathway
ko04211	K20394	Longevity regulating pathway
ko04211	K05869	Longevity regulating pathway
ko04212	K19763	Longevity regulating pathway - worm
ko04212	K04440	Longevity regulating pathway - worm
ko04212	K19764	Longevity regulating pathway - worm
ko04212	K04527	Longevity regulating pathway - worm
ko04212	K16172	Longevity regulating pathway - worm
ko04212	K00922	Longevity regulating pathway - worm
ko04212	K01110	Longevity regulating pathway - worm
ko04212	K04456	Longevity regulating pathway - worm
ko04212	K09408	Longevity regulating pathway - worm
ko04212	K11411	Longevity regulating pathway - worm
ko04212	K27390	Longevity regulating pathway - worm
ko04212	K17491	Longevity regulating pathway - worm
ko04212	K14739	Longevity regulating pathway - worm
ko04212	K04564	Longevity regulating pathway - worm
ko04212	K03781	Longevity regulating pathway - worm
ko04212	K00799	Longevity regulating pathway - worm
ko04212	K19765	Longevity regulating pathway - worm
ko04212	K18463	Longevity regulating pathway - worm
ko04212	K18461	Longevity regulating pathway - worm
ko04212	K09414	Longevity regulating pathway - worm
ko04212	K19766	Longevity regulating pathway - worm
ko04212	K19767	Longevity regulating pathway - worm
ko04212	K19768	Longevity regulating pathway - worm
ko04212	K19769	Longevity regulating pathway - worm
ko04212	K04433	Longevity regulating pathway - worm
ko04212	K04441	Longevity regulating pathway - worm
ko04212	K05638	Longevity regulating pathway - worm
ko04212	K11204	Longevity regulating pathway - worm
ko04212	K07203	Longevity regulating pathway - worm
ko04212	K04688	Longevity regulating pathway - worm
ko04212	K08035	Longevity regulating pathway - worm
ko04212	K08269	Longevity regulating pathway - worm
ko04212	K08341	Longevity regulating pathway - worm
ko04212	K16197	Longevity regulating pathway - worm
ko04212	K19770	Longevity regulating pathway - worm
ko04212	K12824	Longevity regulating pathway - worm
ko04212	K17705	Longevity regulating pathway - worm
ko04212	K19771	Longevity regulating pathway - worm
ko04212	K19772	Longevity regulating pathway - worm
ko04212	K14938	Longevity regulating pathway - worm
ko04212	K22878	Longevity regulating pathway - worm
ko04212	K14035	Longevity regulating pathway - worm
ko04212	K13356	Longevity regulating pathway - worm
ko04212	K19773	Longevity regulating pathway - worm
ko04212	K00507	Longevity regulating pathway - worm
ko04212	K03871	Longevity regulating pathway - worm
ko04212	K08268	Longevity regulating pathway - worm
ko04212	K24070	Longevity regulating pathway - worm
ko04212	K10798	Longevity regulating pathway - worm
ko04212	K01358	Longevity regulating pathway - worm
ko04212	K19762	Longevity regulating pathway - worm
ko04212	K19774	Longevity regulating pathway - worm
ko04212	K13113	Longevity regulating pathway - worm
ko04212	K04374	Longevity regulating pathway - worm
ko04212	K17794	Longevity regulating pathway - worm
ko04212	K04043	Longevity regulating pathway - worm
ko04212	K04077	Longevity regulating pathway - worm
ko04710	K08532	Circadian rhythm
ko04710	K08533	Circadian rhythm
ko04710	K08534	Circadian rhythm
ko04710	K03728	Circadian rhythm
ko04710	K08531	Circadian rhythm
ko04710	K09059	Circadian rhythm
ko04710	K02296	Circadian rhythm
ko04710	K09056	Circadian rhythm
ko04710	K03729	Circadian rhythm
ko04710	K03730	Circadian rhythm
ko04710	K08959	Circadian rhythm
ko04710	K08960	Circadian rhythm
ko04710	K21944	Circadian rhythm
ko04710	K02633	Circadian rhythm
ko04710	K21945	Circadian rhythm
ko04710	K02295	Circadian rhythm
ko04710	K02223	Circadian rhythm
ko04710	K09026	Circadian rhythm
ko04710	K05870	Circadian rhythm
ko04710	K07198	Circadian rhythm
ko04710	K07199	Circadian rhythm
ko04710	K07200	Circadian rhythm
ko04710	K03868	Circadian rhythm
ko04710	K03347	Circadian rhythm
ko04710	K03094	Circadian rhythm
ko04710	K03362	Circadian rhythm
ko04710	K10287	Circadian rhythm
ko04710	K10269	Circadian rhythm
ko04713	K05208	Circadian entrainment
ko04713	K05209	Circadian entrainment
ko04713	K05210	Circadian entrainment
ko04713	K05211	Circadian entrainment
ko04713	K05212	Circadian entrainment
ko04713	K02183	Circadian entrainment
ko04713	K04515	Circadian entrainment
ko04713	K13240	Circadian entrainment
ko04713	K04371	Circadian entrainment
ko04713	K04445	Circadian entrainment
ko04713	K05870	Circadian entrainment
ko04713	K04958	Circadian entrainment
ko04713	K04960	Circadian entrainment
ko04713	K04961	Circadian entrainment
ko04713	K04962	Circadian entrainment
ko04713	K04963	Circadian entrainment
ko04713	K16513	Circadian entrainment
ko04713	K07843	Circadian entrainment
ko04713	K04630	Circadian entrainment
ko04713	K04534	Circadian entrainment
ko04713	K04536	Circadian entrainment
ko04713	K04537	Circadian entrainment
ko04713	K07825	Circadian entrainment
ko04713	K04538	Circadian entrainment
ko04713	K04539	Circadian entrainment
ko04713	K07826	Circadian entrainment
ko04713	K04540	Circadian entrainment
ko04713	K04541	Circadian entrainment
ko04713	K04542	Circadian entrainment
ko04713	K04543	Circadian entrainment
ko04713	K04544	Circadian entrainment
ko04713	K04545	Circadian entrainment
ko04713	K04546	Circadian entrainment
ko04713	K04347	Circadian entrainment
ko04713	K04547	Circadian entrainment
ko04713	K04548	Circadian entrainment
ko04713	K04549	Circadian entrainment
ko04713	K05197	Circadian entrainment
ko04713	K05198	Circadian entrainment
ko04713	K05199	Circadian entrainment
ko04713	K05200	Circadian entrainment
ko04713	K04854	Circadian entrainment
ko04713	K04855	Circadian entrainment
ko04713	K04856	Circadian entrainment
ko04713	K05262	Circadian entrainment
ko04713	K04587	Circadian entrainment
ko04713	K04632	Circadian entrainment
ko04713	K08041	Circadian entrainment
ko04713	K08042	Circadian entrainment
ko04713	K08043	Circadian entrainment
ko04713	K08044	Circadian entrainment
ko04713	K08045	Circadian entrainment
ko04713	K08046	Circadian entrainment
ko04713	K08047	Circadian entrainment
ko04713	K08048	Circadian entrainment
ko04713	K08049	Circadian entrainment
ko04713	K11265	Circadian entrainment
ko04713	K04345	Circadian entrainment
ko04713	K12318	Circadian entrainment
ko04713	K12319	Circadian entrainment
ko04713	K07376	Circadian entrainment
ko04713	K19477	Circadian entrainment
ko04713	K04850	Circadian entrainment
ko04713	K04851	Circadian entrainment
ko04713	K04286	Circadian entrainment
ko04713	K04285	Circadian entrainment
ko04713	K04634	Circadian entrainment
