Pathway	Ko	Name
ko03020	K03001	RNA polymerase
ko03020	K03003	RNA polymerase
ko03020	K25436	RNA polymerase
ko03020	K03004	RNA polymerase
ko03020	K03005	RNA polymerase
ko03020	K03013	RNA polymerase
ko03020	K03014	RNA polymerase
ko03020	K03016	RNA polymerase
ko03020	K03009	RNA polymerase
ko03020	K03007	RNA polymerase
ko03020	K16250	RNA polymerase
ko03020	K16251	RNA polymerase
ko03020	K16252	RNA polymerase
ko03020	K16253	RNA polymerase
ko03022	K03122	Basal transcription factors
ko03022	K03123	Basal transcription factors
ko03022	K03124	Basal transcription factors
ko03022	K03120	Basal transcription factors
ko03022	K03125	Basal transcription factors
ko03022	K23358	Basal transcription factors
ko03022	K03128	Basal transcription factors
ko03022	K03132	Basal transcription factors
ko03022	K14649	Basal transcription factors
ko03022	K14650	Basal transcription factors
ko03022	K03134	Basal transcription factors
ko03022	K03130	Basal transcription factors
ko03022	K03129	Basal transcription factors
ko03022	K03126	Basal transcription factors
ko03022	K03131	Basal transcription factors
ko03022	K14535	Basal transcription factors
ko03022	K03133	Basal transcription factors
ko03022	K03140	Basal transcription factors
ko03022	K03135	Basal transcription factors
ko03022	K03127	Basal transcription factors
ko03022	K14651	Basal transcription factors
ko03022	K03136	Basal transcription factors
ko03022	K03137	Basal transcription factors
ko03022	K03138	Basal transcription factors
ko03022	K03139	Basal transcription factors
ko03022	K03141	Basal transcription factors
ko03022	K03142	Basal transcription factors
ko03022	K03143	Basal transcription factors
ko03022	K03144	Basal transcription factors
ko03022	K10843	Basal transcription factors
ko03022	K10844	Basal transcription factors
ko03022	K10845	Basal transcription factors
ko03022	K02202	Basal transcription factors
ko03022	K10842	Basal transcription factors
ko03022	K06634	Basal transcription factors
ko03022	K03121	Basal transcription factors
ko03040	K14276	Spliceosome
ko03040	K14277	Spliceosome
ko03040	K14278	Spliceosome
ko03040	K14279	Spliceosome
ko03040	K14280	Spliceosome
ko03040	K12811	Spliceosome
ko03040	K12812	Spliceosome
ko03040	K12813	Spliceosome
ko03040	K12814	Spliceosome
ko03040	K12815	Spliceosome
ko03040	K12816	Spliceosome
ko03040	K12817	Spliceosome
ko03040	K12818	Spliceosome
ko03040	K12819	Spliceosome
ko03040	K12820	Spliceosome
ko03040	K11086	Spliceosome
ko03040	K11087	Spliceosome
ko03040	K11096	Spliceosome
ko03040	K11088	Spliceosome
ko03040	K11097	Spliceosome
ko03040	K11098	Spliceosome
ko03040	K11099	Spliceosome
ko03040	K11093	Spliceosome
ko03040	K11091	Spliceosome
ko03040	K11095	Spliceosome
ko03040	K12821	Spliceosome
ko03040	K12822	Spliceosome
ko03040	K12823	Spliceosome
ko03040	K12824	Spliceosome
ko03040	K13098	Spliceosome
ko03040	K11092	Spliceosome
ko03040	K11094	Spliceosome
ko03040	K12825	Spliceosome
ko03040	K12826	Spliceosome
ko03040	K12827	Spliceosome
ko03040	K12828	Spliceosome
ko03040	K12829	Spliceosome
ko03040	K12830	Spliceosome
ko03040	K12831	Spliceosome
ko03040	K12832	Spliceosome
ko03040	K12833	Spliceosome
ko03040	K12834	Spliceosome
ko03040	K12835	Spliceosome
ko03040	K12836	Spliceosome
ko03040	K12837	Spliceosome
ko03040	K12838	Spliceosome
ko03040	K12839	Spliceosome
ko03040	K12840	Spliceosome
ko03040	K12841	Spliceosome
ko03040	K12842	Spliceosome
ko03040	K19604	Spliceosome
ko03040	K12621	Spliceosome
ko03040	K12622	Spliceosome
ko03040	K12623	Spliceosome
ko03040	K12624	Spliceosome
ko03040	K12625	Spliceosome
ko03040	K12626	Spliceosome
ko03040	K12627	Spliceosome
ko03040	K12843	Spliceosome
ko03040	K12662	Spliceosome
ko03040	K09567	Spliceosome
ko03040	K12844	Spliceosome
ko03040	K12845	Spliceosome
ko03040	K12846	Spliceosome
ko03040	K12847	Spliceosome
ko03040	K11984	Spliceosome
ko03040	K12848	Spliceosome
ko03040	K12849	Spliceosome
ko03040	K12850	Spliceosome
ko03040	K12851	Spliceosome
ko03040	K12852	Spliceosome
ko03040	K12853	Spliceosome
ko03040	K12854	Spliceosome
ko03040	K12855	Spliceosome
ko03040	K12856	Spliceosome
ko03040	K12857	Spliceosome
ko03040	K12858	Spliceosome
ko03040	K12859	Spliceosome
ko03040	K10599	Spliceosome
ko03040	K12860	Spliceosome
ko03040	K12861	Spliceosome
ko03040	K12862	Spliceosome
ko03040	K12863	Spliceosome
ko03040	K12864	Spliceosome
ko03040	K03283	Spliceosome
ko03040	K12865	Spliceosome
ko03040	K12866	Spliceosome
ko03040	K06063	Spliceosome
ko03040	K12867	Spliceosome
ko03040	K12868	Spliceosome
ko03040	K12869	Spliceosome
ko03040	K12870	Spliceosome
ko03040	K12733	Spliceosome
ko03040	K09564	Spliceosome
ko03040	K12871	Spliceosome
ko03040	K12872	Spliceosome
ko03040	K12873	Spliceosome
ko03040	K12874	Spliceosome
ko03040	K12875	Spliceosome
ko03040	K13025	Spliceosome
ko03040	K12876	Spliceosome
ko03040	K12877	Spliceosome
ko03040	K12878	Spliceosome
ko03040	K12879	Spliceosome
ko03040	K12880	Spliceosome
ko03040	K12881	Spliceosome
ko03040	K12882	Spliceosome
ko03040	K12883	Spliceosome
ko03040	K12741	Spliceosome
ko03040	K12884	Spliceosome
ko03040	K12885	Spliceosome
ko03040	K12886	Spliceosome
ko03040	K12887	Spliceosome
ko03040	K12888	Spliceosome
ko03040	K12889	Spliceosome
ko03040	K12890	Spliceosome
ko03040	K12891	Spliceosome
ko03040	K12892	Spliceosome
ko03040	K12893	Spliceosome
ko03040	K12896	Spliceosome
ko03040	K21123	Spliceosome
ko03040	K12897	Spliceosome
ko03040	K12900	Spliceosome
ko03010	K02945	Ribosome
ko03010	K02967	Ribosome
ko03010	K02982	Ribosome
ko03010	K02986	Ribosome
ko03010	K02988	Ribosome
ko03010	K02990	Ribosome
ko03010	K02992	Ribosome
ko03010	K02994	Ribosome
ko03010	K02996	Ribosome
ko03010	K02946	Ribosome
ko03010	K02948	Ribosome
ko03010	K02950	Ribosome
ko03010	K02952	Ribosome
ko03010	K02954	Ribosome
ko03010	K02956	Ribosome
ko03010	K02959	Ribosome
ko03010	K02961	Ribosome
ko03010	K02963	Ribosome
ko03010	K02965	Ribosome
ko03010	K02968	Ribosome
ko03010	K02970	Ribosome
ko03010	K02981	Ribosome
ko03010	K02985	Ribosome
ko03010	K02984	Ribosome
ko03010	K02987	Ribosome
ko03010	K02989	Ribosome
ko03010	K02991	Ribosome
ko03010	K02993	Ribosome
ko03010	K02995	Ribosome
ko03010	K02997	Ribosome
ko03010	K02947	Ribosome
ko03010	K02949	Ribosome
ko03010	K02951	Ribosome
ko03010	K02953	Ribosome
ko03010	K02955	Ribosome
ko03010	K02958	Ribosome
ko03010	K02957	Ribosome
ko03010	K02960	Ribosome
ko03010	K02962	Ribosome
ko03010	K02964	Ribosome
ko03010	K02966	Ribosome
ko03010	K02969	Ribosome
ko03010	K02971	Ribosome
ko03010	K02973	Ribosome
ko03010	K02974	Ribosome
ko03010	K02975	Ribosome
ko03010	K02976	Ribosome
ko03010	K02978	Ribosome
ko03010	K02977	Ribosome
ko03010	K02979	Ribosome
ko03010	K02980	Ribosome
ko03010	K02983	Ribosome
ko03010	K02998	Ribosome
ko03010	K02863	Ribosome
ko03010	K02886	Ribosome
ko03010	K02906	Ribosome
ko03010	K02926	Ribosome
ko03010	K02931	Ribosome
ko03010	K02933	Ribosome
ko03010	K02935	Ribosome
ko03010	K02939	Ribosome
ko03010	K02864	Ribosome
ko03010	K02867	Ribosome
ko03010	K02869	Ribosome
ko03010	K02871	Ribosome
ko03010	K02874	Ribosome
ko03010	K02876	Ribosome
ko03010	K02878	Ribosome
ko03010	K02879	Ribosome
ko03010	K02881	Ribosome
ko03010	K02884	Ribosome
ko03010	K02887	Ribosome
ko03010	K02888	Ribosome
ko03010	K02890	Ribosome
ko03010	K02892	Ribosome
ko03010	K02895	Ribosome
ko03010	K02897	Ribosome
ko03010	K02899	Ribosome
ko03010	K02902	Ribosome
ko03010	K02904	Ribosome
ko03010	K02907	Ribosome
ko03010	K02909	Ribosome
ko03010	K02911	Ribosome
ko03010	K02913	Ribosome
ko03010	K02914	Ribosome
ko03010	K02916	Ribosome
ko03010	K02919	Ribosome
ko03010	K07590	Ribosome
ko03010	K02925	Ribosome
ko03010	K02930	Ribosome
ko03010	K02932	Ribosome
ko03010	K02934	Ribosome
ko03010	K02937	Ribosome
ko03010	K02936	Ribosome
ko03010	K02938	Ribosome
ko03010	K02940	Ribosome
ko03010	K02866	Ribosome
ko03010	K02865	Ribosome
ko03010	K02868	Ribosome
ko03010	K02870	Ribosome
ko03010	K02873	Ribosome
ko03010	K02872	Ribosome
ko03010	K02875	Ribosome
ko03010	K02877	Ribosome
ko03010	K02880	Ribosome
ko03010	K02883	Ribosome
ko03010	K02882	Ribosome
ko03010	K02885	Ribosome
ko03010	K02889	Ribosome
ko03010	K02891	Ribosome
ko03010	K02894	Ribosome
ko03010	K02893	Ribosome
ko03010	K02896	Ribosome
ko03010	K02898	Ribosome
ko03010	K02901	Ribosome
ko03010	K02900	Ribosome
ko03010	K02903	Ribosome
ko03010	K02905	Ribosome
ko03010	K02908	Ribosome
ko03010	K02910	Ribosome
ko03010	K02912	Ribosome
ko03010	K02915	Ribosome
ko03010	K02918	Ribosome
ko03010	K02917	Ribosome
ko03010	K02920	Ribosome
ko03010	K02922	Ribosome
ko03010	K02921	Ribosome
ko03010	K02923	Ribosome
ko03010	K02924	Ribosome
ko03010	K02927	Ribosome
ko03010	K02928	Ribosome
ko03010	K02929	Ribosome
ko03010	K02941	Ribosome
ko03010	K02942	Ribosome
ko03010	K02943	Ribosome
ko03010	K02944	Ribosome
ko03010	K01977	Ribosome
ko03010	K01980	Ribosome
ko03010	K01985	Ribosome
ko03010	K01979	Ribosome
ko03010	K01982	Ribosome
ko03010	K01981	Ribosome
ko03010	K01986	Ribosome
ko00970	K14218	Aminoacyl-tRNA biosynthesis
ko00970	K14219	Aminoacyl-tRNA biosynthesis
ko00970	K14220	Aminoacyl-tRNA biosynthesis
ko00970	K14221	Aminoacyl-tRNA biosynthesis
ko00970	K14222	Aminoacyl-tRNA biosynthesis
ko00970	K14223	Aminoacyl-tRNA biosynthesis
ko00970	K14224	Aminoacyl-tRNA biosynthesis
ko00970	K14225	Aminoacyl-tRNA biosynthesis
ko00970	K14226	Aminoacyl-tRNA biosynthesis
ko00970	K14227	Aminoacyl-tRNA biosynthesis
ko00970	K14228	Aminoacyl-tRNA biosynthesis
ko00970	K14229	Aminoacyl-tRNA biosynthesis
ko00970	K14230	Aminoacyl-tRNA biosynthesis
ko00970	K14231	Aminoacyl-tRNA biosynthesis
ko00970	K14232	Aminoacyl-tRNA biosynthesis
ko00970	K14233	Aminoacyl-tRNA biosynthesis
ko00970	K14234	Aminoacyl-tRNA biosynthesis
ko00970	K14235	Aminoacyl-tRNA biosynthesis
ko00970	K14236	Aminoacyl-tRNA biosynthesis
ko00970	K14237	Aminoacyl-tRNA biosynthesis
ko00970	K14238	Aminoacyl-tRNA biosynthesis
ko00970	K14239	Aminoacyl-tRNA biosynthesis
ko00970	K01885	Aminoacyl-tRNA biosynthesis
ko00970	K14163	Aminoacyl-tRNA biosynthesis
ko00970	K09698	Aminoacyl-tRNA biosynthesis
ko00970	K02433	Aminoacyl-tRNA biosynthesis
ko00970	K02434	Aminoacyl-tRNA biosynthesis
ko00970	K02435	Aminoacyl-tRNA biosynthesis
ko00970	K09482	Aminoacyl-tRNA biosynthesis
ko00970	K03330	Aminoacyl-tRNA biosynthesis
ko00970	K03865	Aminoacyl-tRNA biosynthesis
ko00970	K01886	Aminoacyl-tRNA biosynthesis
ko00970	K01872	Aminoacyl-tRNA biosynthesis
ko00970	K22503	Aminoacyl-tRNA biosynthesis
ko00970	K01876	Aminoacyl-tRNA biosynthesis
ko00970	K24278	Aminoacyl-tRNA biosynthesis
ko00970	K09759	Aminoacyl-tRNA biosynthesis
ko00970	K01893	Aminoacyl-tRNA biosynthesis
ko00970	K01880	Aminoacyl-tRNA biosynthesis
ko00970	K01878	Aminoacyl-tRNA biosynthesis
ko00970	K01879	Aminoacyl-tRNA biosynthesis
ko00970	K14164	Aminoacyl-tRNA biosynthesis
ko00970	K01868	Aminoacyl-tRNA biosynthesis
ko00970	K01875	Aminoacyl-tRNA biosynthesis
ko00970	K10837	Aminoacyl-tRNA biosynthesis
ko00970	K03341	Aminoacyl-tRNA biosynthesis
ko00970	K01042	Aminoacyl-tRNA biosynthesis
ko00970	K07587	Aminoacyl-tRNA biosynthesis
ko00970	K06868	Aminoacyl-tRNA biosynthesis
ko00970	K01883	Aminoacyl-tRNA biosynthesis
ko00970	K01884	Aminoacyl-tRNA biosynthesis
ko00970	K01874	Aminoacyl-tRNA biosynthesis
ko00970	K00604	Aminoacyl-tRNA biosynthesis
ko00970	K01873	Aminoacyl-tRNA biosynthesis
ko00970	K01869	Aminoacyl-tRNA biosynthesis
ko00970	K01870	Aminoacyl-tRNA biosynthesis
ko00970	K04567	Aminoacyl-tRNA biosynthesis
ko00970	K04566	Aminoacyl-tRNA biosynthesis
ko00970	K11627	Aminoacyl-tRNA biosynthesis
ko00970	K01887	Aminoacyl-tRNA biosynthesis
ko00970	K01881	Aminoacyl-tRNA biosynthesis
ko00970	K01892	Aminoacyl-tRNA biosynthesis
ko00970	K01889	Aminoacyl-tRNA biosynthesis
ko00970	K01890	Aminoacyl-tRNA biosynthesis
ko00970	K01866	Aminoacyl-tRNA biosynthesis
ko00970	K01867	Aminoacyl-tRNA biosynthesis
ko03013	K14320	Nucleocytoplasmic transport
ko03013	K14321	Nucleocytoplasmic transport
ko03013	K18723	Nucleocytoplasmic transport
ko03013	K18655	Nucleocytoplasmic transport
ko03013	K14298	Nucleocytoplasmic transport
ko03013	K14297	Nucleocytoplasmic transport
ko03013	K14317	Nucleocytoplasmic transport
ko03013	K14318	Nucleocytoplasmic transport
ko03013	K12172	Nucleocytoplasmic transport
ko03013	K14319	Nucleocytoplasmic transport
ko03013	K10577	Nucleocytoplasmic transport
ko03013	K12160	Nucleocytoplasmic transport
ko03013	K14303	Nucleocytoplasmic transport
ko03013	K14304	Nucleocytoplasmic transport
ko03013	K14004	Nucleocytoplasmic transport
ko03013	K14301	Nucleocytoplasmic transport
ko03013	K14300	Nucleocytoplasmic transport
ko03013	K18720	Nucleocytoplasmic transport
ko03013	K14299	Nucleocytoplasmic transport
ko03013	K14305	Nucleocytoplasmic transport
ko03013	K14302	Nucleocytoplasmic transport
ko03013	K25129	Nucleocytoplasmic transport
ko03013	K14306	Nucleocytoplasmic transport
ko03013	K14307	Nucleocytoplasmic transport
ko03013	K14308	Nucleocytoplasmic transport
ko03013	K14310	Nucleocytoplasmic transport
ko03013	K14311	Nucleocytoplasmic transport
ko03013	K14312	Nucleocytoplasmic transport
ko03013	K14309	Nucleocytoplasmic transport
ko03013	K14313	Nucleocytoplasmic transport
ko03013	K18717	Nucleocytoplasmic transport
ko03013	K14315	Nucleocytoplasmic transport
ko03013	K14314	Nucleocytoplasmic transport
ko03013	K14316	Nucleocytoplasmic transport
ko03013	K18725	Nucleocytoplasmic transport
ko03013	K18724	Nucleocytoplasmic transport
ko03013	K20724	Nucleocytoplasmic transport
ko03013	K09291	Nucleocytoplasmic transport
ko03013	K14295	Nucleocytoplasmic transport
ko03013	K14296	Nucleocytoplasmic transport
ko03013	K03345	Nucleocytoplasmic transport
ko03013	K18722	Nucleocytoplasmic transport
ko03013	K18721	Nucleocytoplasmic transport
ko03013	K18718	Nucleocytoplasmic transport
ko03013	K23940	Nucleocytoplasmic transport
ko03013	K15043	Nucleocytoplasmic transport
ko03013	K23583	Nucleocytoplasmic transport
ko03013	K15042	Nucleocytoplasmic transport
ko03013	K14293	Nucleocytoplasmic transport
ko03013	K18752	Nucleocytoplasmic transport
ko03013	K18727	Nucleocytoplasmic transport
ko03013	K15436	Nucleocytoplasmic transport
ko03013	K20221	Nucleocytoplasmic transport
ko03013	K20222	Nucleocytoplasmic transport
ko03013	K20223	Nucleocytoplasmic transport
ko03013	K18755	Nucleocytoplasmic transport
ko03013	K20224	Nucleocytoplasmic transport
ko03013	K25201	Nucleocytoplasmic transport
ko03013	K25202	Nucleocytoplasmic transport
ko03013	K13151	Nucleocytoplasmic transport
ko03013	K14290	Nucleocytoplasmic transport
ko03013	K18423	Nucleocytoplasmic transport
ko03013	K14288	Nucleocytoplasmic transport
ko03013	K25203	Nucleocytoplasmic transport
ko03013	K14289	Nucleocytoplasmic transport
ko03013	K25204	Nucleocytoplasmic transport
ko03013	K18460	Nucleocytoplasmic transport
ko03013	K24115	Nucleocytoplasmic transport
ko03013	K07936	Nucleocytoplasmic transport
ko03013	K03231	Nucleocytoplasmic transport
ko03013	K14291	Nucleocytoplasmic transport
ko03013	K12882	Nucleocytoplasmic transport
ko03013	K12883	Nucleocytoplasmic transport
ko03013	K07562	Nucleocytoplasmic transport
ko03013	K12876	Nucleocytoplasmic transport
ko03013	K12877	Nucleocytoplasmic transport
ko03013	K14323	Nucleocytoplasmic transport
ko03013	K13025	Nucleocytoplasmic transport
ko03013	K12875	Nucleocytoplasmic transport
ko03013	K14324	Nucleocytoplasmic transport
ko03013	K14325	Nucleocytoplasmic transport
ko03013	K13114	Nucleocytoplasmic transport
ko03013	K12881	Nucleocytoplasmic transport
ko03013	K14326	Nucleocytoplasmic transport
ko03013	K14327	Nucleocytoplasmic transport
ko03013	K14328	Nucleocytoplasmic transport
ko03013	K14284	Nucleocytoplasmic transport
ko03013	K14285	Nucleocytoplasmic transport
ko03013	K14543	Nucleocytoplasmic transport
ko03013	K12812	Nucleocytoplasmic transport
ko03013	K13171	Nucleocytoplasmic transport
ko03013	K14294	Nucleocytoplasmic transport
ko03013	K12878	Nucleocytoplasmic transport
ko03013	K12879	Nucleocytoplasmic transport
ko03013	K13174	Nucleocytoplasmic transport
ko03013	K13175	Nucleocytoplasmic transport
ko03013	K13176	Nucleocytoplasmic transport
ko03013	K12880	Nucleocytoplasmic transport
ko03015	K12882	mRNA surveillance pathway
ko03015	K12883	mRNA surveillance pathway
ko03015	K14328	mRNA surveillance pathway
ko03015	K12876	mRNA surveillance pathway
ko03015	K12877	mRNA surveillance pathway
ko03015	K14323	mRNA surveillance pathway
ko03015	K13025	mRNA surveillance pathway
ko03015	K14324	mRNA surveillance pathway
ko03015	K13114	mRNA surveillance pathway
ko03015	K12875	mRNA surveillance pathway
ko03015	K14325	mRNA surveillance pathway
ko03015	K12881	mRNA surveillance pathway
ko03015	K18655	mRNA surveillance pathway
ko03015	K18723	mRNA surveillance pathway
ko03015	K14284	mRNA surveillance pathway
ko03015	K14285	mRNA surveillance pathway
ko03015	K14543	mRNA surveillance pathway
ko03015	K12812	mRNA surveillance pathway
ko03015	K14294	mRNA surveillance pathway
ko03015	K13171	mRNA surveillance pathway
ko03015	K13917	mRNA surveillance pathway
ko03015	K00565	mRNA surveillance pathway
ko03015	K13098	mRNA surveillance pathway
ko03015	K23600	mRNA surveillance pathway
ko03015	K14396	mRNA surveillance pathway
ko03015	K14397	mRNA surveillance pathway
ko03015	K14398	mRNA surveillance pathway
ko03015	K14376	mRNA surveillance pathway
ko03015	K14399	mRNA surveillance pathway
ko03015	K14400	mRNA surveillance pathway
ko03015	K14401	mRNA surveillance pathway
ko03015	K14402	mRNA surveillance pathway
ko03015	K14403	mRNA surveillance pathway
ko03015	K14404	mRNA surveillance pathway
ko03015	K14405	mRNA surveillance pathway
ko03015	K15541	mRNA surveillance pathway
ko03015	K15542	mRNA surveillance pathway
ko03015	K14962	mRNA surveillance pathway
ko03015	K15543	mRNA surveillance pathway
ko03015	K06269	mRNA surveillance pathway
ko03015	K15544	mRNA surveillance pathway
ko03015	K14406	mRNA surveillance pathway
ko03015	K14407	mRNA surveillance pathway
ko03015	K14408	mRNA surveillance pathway
ko03015	K06100	mRNA surveillance pathway
ko03015	K12595	mRNA surveillance pathway
ko03015	K14411	mRNA surveillance pathway
ko03015	K13126	mRNA surveillance pathway
ko03015	K03265	mRNA surveillance pathway
ko03015	K03267	mRNA surveillance pathway
ko03015	K14326	mRNA surveillance pathway
ko03015	K14327	mRNA surveillance pathway
ko03015	K08873	mRNA surveillance pathway
ko03015	K14409	mRNA surveillance pathway
ko03015	K11125	mRNA surveillance pathway
ko03015	K11124	mRNA surveillance pathway
ko03015	K04382	mRNA surveillance pathway
ko03015	K03456	mRNA surveillance pathway
ko03015	K04354	mRNA surveillance pathway
ko03015	K11583	mRNA surveillance pathway
ko03015	K11584	mRNA surveillance pathway
ko03015	K14416	mRNA surveillance pathway
ko03015	K06965	mRNA surveillance pathway
ko03008	K03115	Ribosome biogenesis in eukaryotes
ko03008	K03097	Ribosome biogenesis in eukaryotes
ko03008	K14544	Ribosome biogenesis in eukaryotes
ko03008	K14545	Ribosome biogenesis in eukaryotes
ko03008	K14546	Ribosome biogenesis in eukaryotes
ko03008	K14547	Ribosome biogenesis in eukaryotes
ko03008	K14548	Ribosome biogenesis in eukaryotes
ko03008	K14549	Ribosome biogenesis in eukaryotes
ko03008	K14550	Ribosome biogenesis in eukaryotes
ko03008	K14551	Ribosome biogenesis in eukaryotes
ko03008	K14552	Ribosome biogenesis in eukaryotes
ko03008	K14553	Ribosome biogenesis in eukaryotes
ko03008	K14554	Ribosome biogenesis in eukaryotes
ko03008	K14555	Ribosome biogenesis in eukaryotes
ko03008	K14556	Ribosome biogenesis in eukaryotes
ko03008	K14557	Ribosome biogenesis in eukaryotes
ko03008	K14558	Ribosome biogenesis in eukaryotes
ko03008	K14559	Ribosome biogenesis in eukaryotes
ko03008	K14560	Ribosome biogenesis in eukaryotes
ko03008	K14561	Ribosome biogenesis in eukaryotes
ko03008	K14562	Ribosome biogenesis in eukaryotes
ko03008	K14563	Ribosome biogenesis in eukaryotes
ko03008	K14564	Ribosome biogenesis in eukaryotes
ko03008	K14565	Ribosome biogenesis in eukaryotes
ko03008	K12845	Ribosome biogenesis in eukaryotes
ko03008	K11131	Ribosome biogenesis in eukaryotes
ko03008	K11129	Ribosome biogenesis in eukaryotes
ko03008	K11128	Ribosome biogenesis in eukaryotes
ko03008	K11130	Ribosome biogenesis in eukaryotes
ko03008	K14566	Ribosome biogenesis in eukaryotes
ko03008	K14567	Ribosome biogenesis in eukaryotes
ko03008	K03685	Ribosome biogenesis in eukaryotes
ko03008	K14568	Ribosome biogenesis in eukaryotes
ko03008	K14569	Ribosome biogenesis in eukaryotes
ko03008	K14521	Ribosome biogenesis in eukaryotes
ko03008	K11108	Ribosome biogenesis in eukaryotes
ko03008	K01164	Ribosome biogenesis in eukaryotes
ko03008	K14522	Ribosome biogenesis in eukaryotes
ko03008	K14523	Ribosome biogenesis in eukaryotes
ko03008	K03538	Ribosome biogenesis in eukaryotes
ko03008	K03537	Ribosome biogenesis in eukaryotes
ko03008	K14524	Ribosome biogenesis in eukaryotes
ko03008	K14525	Ribosome biogenesis in eukaryotes
ko03008	K14526	Ribosome biogenesis in eukaryotes
ko03008	K14527	Ribosome biogenesis in eukaryotes
ko03008	K14528	Ribosome biogenesis in eukaryotes
ko03008	K03539	Ribosome biogenesis in eukaryotes
ko03008	K14531	Ribosome biogenesis in eukaryotes
ko03008	K14532	Ribosome biogenesis in eukaryotes
ko03008	K14530	Ribosome biogenesis in eukaryotes
ko03008	K14570	Ribosome biogenesis in eukaryotes
ko03008	K13288	Ribosome biogenesis in eukaryotes
ko03008	K12618	Ribosome biogenesis in eukaryotes
ko03008	K12619	Ribosome biogenesis in eukaryotes
ko03008	K06943	Ribosome biogenesis in eukaryotes
ko03008	K14537	Ribosome biogenesis in eukaryotes
ko03008	K14538	Ribosome biogenesis in eukaryotes
ko03008	K14571	Ribosome biogenesis in eukaryotes
ko03008	K14572	Ribosome biogenesis in eukaryotes
ko03008	K14573	Ribosome biogenesis in eukaryotes
ko03008	K11883	Ribosome biogenesis in eukaryotes
ko03008	K14758	Ribosome biogenesis in eukaryotes
ko03008	K07936	Ribosome biogenesis in eukaryotes
ko03008	K14290	Ribosome biogenesis in eukaryotes
ko03008	K07562	Ribosome biogenesis in eukaryotes
ko03008	K14284	Ribosome biogenesis in eukaryotes
ko03008	K14543	Ribosome biogenesis in eukaryotes
ko03008	K14285	Ribosome biogenesis in eukaryotes
ko03008	K03264	Ribosome biogenesis in eukaryotes
ko03008	K14574	Ribosome biogenesis in eukaryotes
ko03008	K14536	Ribosome biogenesis in eukaryotes
ko03008	K14539	Ribosome biogenesis in eukaryotes
ko03008	K14575	Ribosome biogenesis in eukaryotes
ko03008	K18532	Ribosome biogenesis in eukaryotes
ko03008	K07178	Ribosome biogenesis in eukaryotes
ko03008	K07179	Ribosome biogenesis in eukaryotes
ko03008	K01979	Ribosome biogenesis in eukaryotes
ko03008	K01986	Ribosome biogenesis in eukaryotes
ko03008	K01982	Ribosome biogenesis in eukaryotes
ko03008	K01981	Ribosome biogenesis in eukaryotes
ko03008	K14483	Ribosome biogenesis in eukaryotes
ko03008	K14576	Ribosome biogenesis in eukaryotes
ko03008	K26477	Ribosome biogenesis in eukaryotes
ko03060	K03076	Protein export
ko03060	K03073	Protein export
ko03060	K03075	Protein export
ko03060	K03072	Protein export
ko03060	K03074	Protein export
ko03060	K12257	Protein export
ko03060	K03210	Protein export
ko03060	K03217	Protein export
ko03060	K03070	Protein export
ko03060	K03071	Protein export
ko03060	K13301	Protein export
ko03060	K03106	Protein export
ko03060	K01983	Protein export
ko03060	K03110	Protein export
ko03060	K10956	Protein export
ko03060	K09481	Protein export
ko03060	K07342	Protein export
ko03060	K12275	Protein export
ko03060	K09540	Protein export
ko03060	K09490	Protein export
ko03060	K03109	Protein export
ko03060	K03104	Protein export
ko03060	K03108	Protein export
ko03060	K03107	Protein export
ko03060	K03105	Protein export
ko03060	K13431	Protein export
ko03060	K12272	Protein export
ko03060	K01551	Protein export
ko03060	K23387	Protein export
ko03060	K23388	Protein export
ko03060	K23390	Protein export
ko03060	K16365	Protein export
ko03060	K22384	Protein export
ko03060	K22386	Protein export
ko03060	K27163	Protein export
ko03060	K27164	Protein export
ko03060	K27165	Protein export
ko03060	K03116	Protein export
ko03060	K03117	Protein export
ko03060	K03118	Protein export
ko03060	K03425	Protein export
ko03060	K03100	Protein export
ko03060	K03101	Protein export
ko03060	K12946	Protein export
ko03060	K12947	Protein export
ko03060	K12948	Protein export
ko03060	K13280	Protein export
ko03060	K09647	Protein export
ko03060	K09648	Protein export
ko04141	K10956	Protein processing in endoplasmic reticulum
ko04141	K09481	Protein processing in endoplasmic reticulum
ko04141	K07342	Protein processing in endoplasmic reticulum
ko04141	K12275	Protein processing in endoplasmic reticulum
ko04141	K09540	Protein processing in endoplasmic reticulum
ko04141	K12666	Protein processing in endoplasmic reticulum
ko04141	K12667	Protein processing in endoplasmic reticulum
ko04141	K12668	Protein processing in endoplasmic reticulum
ko04141	K12669	Protein processing in endoplasmic reticulum
ko04141	K12670	Protein processing in endoplasmic reticulum
ko04141	K00730	Protein processing in endoplasmic reticulum
ko04141	K12691	Protein processing in endoplasmic reticulum
ko04141	K07151	Protein processing in endoplasmic reticulum
ko04141	K19478	Protein processing in endoplasmic reticulum
ko04141	K26501	Protein processing in endoplasmic reticulum
ko04141	K26502	Protein processing in endoplasmic reticulum
ko04141	K01228	Protein processing in endoplasmic reticulum
ko04141	K13999	Protein processing in endoplasmic reticulum
ko04141	K14000	Protein processing in endoplasmic reticulum
ko04141	K14001	Protein processing in endoplasmic reticulum
ko04141	K09486	Protein processing in endoplasmic reticulum
ko04141	K09490	Protein processing in endoplasmic reticulum
ko04141	K09517	Protein processing in endoplasmic reticulum
ko04141	K09521	Protein processing in endoplasmic reticulum
